file,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
prat.wav,-678.12134,219.52853,66.26158,28.1975,12.2188225,-58.7681,-82.76163,-21.678596,27.11222,21.749453,2.2573085,-10.758146,-13.368658
prat.wav,-683.5365,216.14806,68.85359,30.260302,11.106997,-59.584164,-82.529655,-22.814556,25.295235,20.937798,1.2304295,-11.826168,-11.915718
prat.wav,-688.582,211.93375,70.55702,32.86111,8.082762,-63.12093,-78.66489,-17.196526,24.086767,16.453382,-0.3025429,-11.833281,-13.531563
prat.wav,-689.92175,211.71115,71.85864,29.476307,-0.8828851,-65.703354,-70.17529,-11.920922,17.55051,9.039002,0.42150772,-9.202051,-15.542493
prat.wav,-702.2745,201.50491,69.29541,25.883732,-0.44167066,-56.644703,-62.384064,-13.164912,12.850948,10.413298,7.955853,-3.9834242,-13.794634
prat.wav,-708.3681,203.51448,78.726494,23.490902,-6.6956673,-54.10791,-61.871906,-19.018774,12.5567665,14.665585,6.330696,-10.539701,-19.354965
prat.wav,-719.2878,202.6514,93.05899,28.441563,-9.474667,-48.26121,-53.88556,-17.812286,15.771109,20.69237,5.7237554,-12.880188,-16.74162
prat.wav,-739.65607,193.26675,107.31758,33.683174,-19.121836,-49.16025,-44.82521,-17.80854,7.4834747,18.197586,9.306168,-9.628031,-14.953541
prat.wav,-754.9114,182.95152,112.59077,37.248432,-23.083374,-49.244762,-38.52516,-13.603155,7.5963144,17.876595,11.80815,-2.4159727,-9.029728
prat.wav,-754.3858,175.36069,104.984375,44.279907,-17.404222,-49.951057,-35.53775,-16.673801,-2.3326135,15.48587,8.0787,-13.660707,-11.39131
prat.wav,-748.4241,170.22308,98.54396,54.331005,-17.856468,-58.217148,-30.977001,-18.58729,-11.817259,19.625423,13.129873,-15.267027,-6.875267
prat.wav,-742.94183,155.33966,82.68254,63.162888,-24.75502,-67.969894,-20.919811,-16.005787,-15.079226,20.166788,11.034182,-14.231135,-6.876187
prat.wav,-731.5067,135.56668,62.758705,80.45739,-28.091215,-72.286194,-13.344984,-21.120758,-11.024149,22.052128,4.62617,-10.4789715,-9.737635
prat.wav,-729.3872,119.15661,49.451633,84.697464,-40.04483,-75.33269,-4.0053315,-22.539822,-6.447094,24.68029,2.399701,-3.2863724,-8.45082
prat.wav,-733.84485,103.21034,39.837463,84.516785,-53.933167,-80.200836,1.4806595,-27.082375,-10.362902,20.366455,-2.4606133,-3.3434107,-12.235448
prat.wav,-750.4583,67.85767,12.511669,71.763466,-76.10749,-89.67886,-1.8536549,-40.031433,-14.821178,14.483532,-9.049736,-0.62241566,-12.871027
prat.wav,-753.8839,52.60057,-4.2725263,66.97159,-80.349396,-94.396225,-8.198993,-46.675915,-17.482687,7.2280207,-13.081129,6.3367004,-7.8235035
prat.wav,-764.2438,36.881752,-13.633928,69.36902,-72.6067,-85.47449,-3.2342453,-45.879143,-14.179258,14.100166,-4.197316,14.420394,-4.151523
prat.wav,-779.098,19.974537,-17.06613,71.83771,-74.7722,-82.5972,2.133965,-45.7484,-12.324857,20.88759,3.8551502,17.523792,-3.7723203
prat.wav,-780.2128,18.631569,-18.457151,67.13481,-81.52841,-80.18788,10.651062,-47.74564,-17.89744,22.613564,3.207727,16.89634,4.682915
prat.wav,-772.6372,21.197182,-22.374607,70.06619,-75.111084,-78.67552,11.326302,-42.250786,-17.025295,14.328625,2.146844,24.708626,5.7396774
prat.wav,-760.851,35.227524,-13.417351,82.024315,-61.29689,-79.70436,4.1225963,-37.793724,-12.587896,9.223822,-2.9139538,20.064821,-6.4625564
prat.wav,-743.80975,62.64482,3.027614,88.60866,-48.299507,-78.92963,-1.1007755,-29.452978,-5.981206,8.874739,-7.5492115,10.219217,-15.673598
prat.wav,-688.9396,127.404236,12.62023,70.05299,-24.24924,-47.636227,0.0652169,-34.22272,-6.6818337,14.285078,-4.8390417,6.8938437,-10.101095
prat.wav,-637.1896,185.33914,16.495892,45.19753,-15.948357,-37.27394,-16.736938,-44.395332,-1.92048,19.829708,-6.2599807,2.2626364,-9.173763
prat.wav,-618.5559,206.39017,10.808517,29.256023,-11.438081,-38.35572,-25.508799,-42.13284,0.33947292,22.671167,-5.7237806,-2.9501665,-9.927889
prat.wav,-613.49146,206.89629,-0.70259076,22.179628,-5.4938326,-38.40722,-31.013424,-39.042347,2.737987,20.013908,-3.0564914,4.4705,-6.8445435
prat.wav,-618.87476,205.59317,-1.0640893,16.92981,-7.6713643,-42.91107,-34.134655,-31.025866,8.14706,18.33026,-0.8539845,8.538391,-5.21891
prat.wav,-618.80475,211.68077,1.6403133,12.912392,-6.575452,-44.672386,-31.789473,-19.322006,12.066266,15.964396,-4.9673734,2.2285712,-7.233627
prat.wav,-621.96625,215.99432,5.7386365,10.067857,-3.1300125,-43.21768,-31.030907,-12.176806,16.823383,19.676964,-3.2009735,3.2864122,-0.27111268
prat.wav,-626.87616,217.3153,13.700021,11.539279,-3.657833,-41.16269,-33.125397,-16.795475,14.05261,17.013552,-2.5335073,8.63735,3.3324533
prat.wav,-631.7312,219.35892,15.712957,2.859283,-6.8742456,-40.30758,-33.702396,-12.275972,18.29396,16.846222,-3.7379444,6.612793,1.8655411
prat.wav,-636.979,222.42575,18.105923,-0.8189807,1.1353256,-37.449562,-35.5539,-6.4265747,14.81654,13.6859,2.5425255,5.159878,2.549124
prat.wav,-646.6788,226.56056,28.666069,-3.1450245,9.155661,-30.374397,-44.348457,-8.84597,15.862915,10.898095,8.404057,10.117746,0.078488946
prat.wav,-657.6541,229.91989,42.42014,-5.493202,7.6241264,-28.24488,-50.490356,-9.970055,23.294373,12.132772,4.2411356,10.518225,1.2747505
prat.wav,-670.5552,227.13556,53.72113,-3.1072035,6.0328593,-24.88601,-49.301857,-11.369061,25.888538,15.56995,1.9422615,7.3459196,2.605733
prat.wav,-688.93506,217.40738,65.2496,4.727974,3.731876,-22.533043,-41.087936,-7.1228,26.687572,15.480136,-3.248261,-0.07575601,2.456834
prat.wav,-704.1899,214.3366,82.67823,9.090689,-8.502342,-25.879782,-35.306488,-9.071173,22.963451,19.54138,-4.3271003,-12.18717,-4.3137856
prat.wav,-719.2693,207.01913,92.21666,11.677324,-16.645796,-26.61937,-28.538713,-12.238336,10.160744,14.305511,1.0864706,-8.379165,-5.8529806
prat.wav,-726.35706,204.56616,99.04135,13.85766,-23.438292,-32.144062,-28.597084,-12.704351,7.708575,12.834074,0.004251063,-9.640772,-5.1473036
prat.wav,-729.37665,204.57474,105.97942,20.296906,-25.021278,-39.028946,-32.52781,-10.3950405,13.179554,16.73066,-0.20705982,-12.201344,-5.1046515
prat.wav,-729.7808,205.22354,107.81631,21.511196,-24.907688,-40.43352,-35.091766,-12.433582,11.837187,15.220316,-2.3903444,-15.563461,-8.032
prat.wav,-735.8635,198.82033,106.43446,22.944378,-25.737541,-42.627357,-32.997307,-8.551083,8.18387,4.911291,-8.752492,-16.869938,-13.24831
prat.wav,-742.35095,193.8417,109.24294,27.60513,-26.92038,-48.075626,-35.253334,-5.6193285,11.864109,7.5699563,-2.6825237,-6.5820875,-7.119483
prat.wav,-753.55536,183.21722,106.417496,27.545954,-24.40205,-41.4346,-29.84827,-6.652918,9.591036,12.2896385,6.5894814,-1.1902146,-6.813073
prat.wav,-767.221,168.7169,100.96494,27.607033,-22.488474,-38.488846,-27.269245,-5.958949,9.449842,12.157326,4.5820184,-5.362472,-9.5068245
prat.wav,-770.2102,162.88583,92.95967,20.426895,-27.135918,-42.26385,-31.016943,-8.005002,8.843141,9.997678,0.67557144,-7.8909855,-10.019734
prat.wav,-787.20233,141.66577,83.36209,27.519747,-11.254234,-27.122116,-20.263062,-4.7962346,5.8725967,8.160839,1.0173479,-9.351521,-11.402641
prat.wav,-826.84753,89.027855,61.52579,52.66424,26.012999,0.66032666,7.281912,8.790293,-5.837285,-5.3895044,-3.687757,-15.474403,-13.974396
prat.wav,-819.0071,52.675507,18.5909,78.29556,43.80577,-9.750034,19.827324,22.476315,-9.231993,-12.047159,-5.7287545,-3.784717,-7.307075
prat.wav,-785.0199,18.59712,-52.35885,85.38631,52.052002,-14.245808,29.73537,12.013528,-12.300282,2.5501862,-4.1990824,-0.12400454,-0.26616096
prat.wav,-759.5886,-5.366542,-115.85293,60.551144,41.604404,-12.437754,34.199844,-0.819092,-18.43614,0.6969682,-0.3650395,15.690645,3.401428
prat.wav,-755.83594,-17.38757,-139.36406,47.614044,35.27986,-11.797728,33.74336,-4.8385487,-17.316467,-1.9348452,-2.8091788,21.427689,6.1610794
prat.wav,-747.1089,-15.872992,-150.16968,38.170723,33.156845,-10.077492,28.192436,-10.789284,-12.538488,-1.9451287,-12.749464,16.896235,8.914579
prat.wav,-723.4114,15.2037525,-129.47624,50.583363,51.792732,9.428995,30.890347,-17.67825,-13.666764,-4.068652,-24.312397,3.5768018,-0.6587157
prat.wav,-712.3285,44.015633,-97.496,67.8019,71.93045,30.262955,38.865902,-12.968213,-9.80271,-5.069554,-24.009125,2.853117,-7.576073
prat.wav,-700.7989,71.11296,-73.81712,70.81418,73.44737,32.488125,39.180878,-11.683199,-15.856274,-11.78836,-25.14669,-1.7953002,-12.205636
prat.wav,-670.4379,124.62042,-45.098915,50.13335,47.317993,9.520994,20.991245,-15.818384,-16.74745,-3.4339056,-14.921047,-3.4522827,-16.444916
prat.wav,-643.83875,167.55717,-22.75301,33.803062,23.798069,-11.283763,1.5185243,-27.796608,-22.314152,3.3191085,-1.437635,4.247284,-12.832755
prat.wav,-646.6485,183.49037,-5.2009554,28.791445,16.912653,-29.99005,-18.44112,-27.410809,-21.71182,5.5732293,6.957837,6.100107,-9.996099
prat.wav,-651.62317,191.3172,8.441758,27.806564,13.605784,-37.35563,-29.960436,-28.563648,-18.538788,5.9964385,6.4102535,3.9543886,-8.590519
prat.wav,-651.4537,198.11807,13.267389,22.477741,12.31638,-37.239456,-33.96232,-29.233555,-15.749904,11.024472,9.502036,0.2686534,-12.214871
prat.wav,-649.1101,207.98145,20.656536,19.032509,12.133127,-39.339554,-42.61071,-31.133202,-15.460385,5.295765,5.398207,1.6707345,-9.228717
prat.wav,-657.80066,206.51222,26.569565,19.656925,15.010815,-37.547367,-45.762074,-27.458637,-10.18715,-1.0237043,-3.6893487,1.6001213,-5.499207
prat.wav,-660.6622,210.43297,28.4268,10.256889,15.529914,-32.030487,-50.23771,-25.922123,0.4984927,3.9257483,-0.82704026,6.245661,-8.024441
prat.wav,-656.8165,215.26657,27.014872,4.6195707,16.636137,-29.616898,-53.524292,-24.65092,8.6081505,9.458035,2.3328047,8.911776,-11.2288685
prat.wav,-654.7308,215.35596,19.84275,-1.0310997,20.460796,-29.161629,-55.831444,-16.524712,14.870263,6.402455,4.310419,13.23921,-12.24852
prat.wav,-668.6124,206.5805,20.562996,-3.1222034,22.187609,-22.987707,-50.5455,-11.390499,13.712565,0.38118094,3.2324758,11.070535,-17.69928
prat.wav,-685.88995,202.52155,36.253193,0.2105403,15.570389,-22.518185,-43.64888,-6.391263,11.622054,-2.4482322,6.2486143,12.146847,-21.486671
prat.wav,-700.5045,195.39261,45.566826,3.009264,6.6607733,-26.789818,-37.48136,1.1731132,14.555359,-2.944565,5.967738,13.918322,-21.035988
prat.wav,-718.0802,181.49493,48.518402,8.891993,7.2898493,-28.65983,-41.287437,-3.4746623,15.336376,2.340651,6.340725,9.064037,-21.966368
prat.wav,-731.5399,176.43585,60.58248,15.77847,5.431891,-24.92508,-32.320198,0.9598129,16.515427,3.1200085,2.2360144,1.5583262,-25.15784
prat.wav,-738.0092,173.76434,63.017246,8.944899,-8.247557,-28.128078,-23.755764,5.390312,11.575514,-1.1933827,3.841817,5.5329695,-20.448006
